protein_id	node_id	component_id	sequence_length	length_stratum	level	truth_labels	predicted_label	state	library_match	saved_union_match	top50_match	siteguard_concordant	winner_source_row	winner_reference	winner_activity	winner_score	best_matching_score	top_score_tied_activity_rows	top_score_tied_labels	top_score_has_matching_label	first_matching_rrf_rank	top50_activity_rows	top50_reference_proteins	clean_concordant
B2VG96	99288	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1177825	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	70	50	1
B3DTE2	39308	185	1187	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1187717	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	57	50	1
B3DTE2	39308	185	1187	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1187617	P0DST4	P0DST4::RAW::RHEA-COMP:14527::1	0.9883038	0.9883038	1	1	1	1.0	57	50	1
B3E163	143573	185	1289	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1189854	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	59	50	1
B3E163	143573	185	1289	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1189796	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	59	50	1
B3E7S8	161834	185	1497	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1191991	P09844	P09844::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	2	1	1	1.0	57	50	1
B3E7S8	161834	185	1497	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1191948	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	4	1	1	1.0	57	50	1
B3PK30	150349	185	1361	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1210224	P09844	P09844::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	2	1	1	1.0	73	50	1
B3PK30	150349	185	1361	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1210224	P09844	P09844::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	73	50	1
B3PW59	73882	185	1379	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1214607	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	68	50	1
B3PW59	73882	185	1379	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1214510	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	68	50	1
B3QC00	173251	185	1374	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1218875	P41558	P41558::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	67	50	1
B3QC00	173251	185	1374	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1218829	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	67	50	1
B3QZH0	98182	185	1273	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1227285	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	63	50	1
B3QZH0	98182	185	1273	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1227226	P0DST4	P0DST4::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	63	50	1
B3QZH5	2812	716	392	LE_1022	EC_L3	"[""3.6.5""]"	3.6.5	CONCORDANT_TOP1	1	1	1	1	1227421	Q8CXD0	Q8CXD0::RAW::RHEA:19669::1	0.33533946	0.33533946	1	1	1	1.0	67	50	1
B3QZH5	2812	716	392	LE_1022	EC_L4	"[""3.6.5.3""]"	3.6.5.n1	STRICT_SCORE_LOSS	1	1	1	0	1227421	Q8CXD0	Q8CXD0::RAW::RHEA:19669::1	0.24014673	0.030178975	1	1	0	1.0	67	50	1
B3R7T6	14804	185	1368	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1230373	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	67	50	1
B3R7T6	14804	185	1368	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1230294	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	67	50	1
B3WAM8	88752	185	1199	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1232694	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	60	50	1
B3WAM8	88752	185	1199	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1232602	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	60	50	1
B4E5B2	85501	185	1368	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1233990	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	64	50	1
B4E5B2	85501	185	1368	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1233894	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	64	50	1
B4EYU9	43617	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1239159	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	78	50	1
B4EYU9	43617	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1239113	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	78	50	1
B4R8K5	81941	185	1356	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1244166	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	3	1	1	1.0	70	50	1
B4R8K5	81941	185	1356	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1244166	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	4	1	1	1.0	70	50	1
B4RQW2	14883	185	1392	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1249109	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	3	1	1	1.0	73	50	1
B4RQW2	14883	185	1392	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1249080	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	5	1	1	1.0	73	50	1
B4SKV6	104265	185	1384	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1261803	P41558	P41558::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	69	50	1
B4SKV6	104265	185	1384	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1261792	P09844	P09844::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	69	50	1
B4T0Y9	81097	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1267452	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	68	50	1
B4T0Y9	81097	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1267408	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	68	50	1
B4TCS4	81097	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1271757	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	68	50	1
B4TCS4	81097	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1271713	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	68	50	1
B4TQJ5	81097	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1276530	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	68	50	1
B4TQJ5	81097	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1276486	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	68	50	1
B4U047	137813	185	1188	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1279923	O27123	O27123::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	61	50	1
B4U047	137813	185	1188	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1279882	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	61	50	1
B4UDT2	75667	185	1422	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1286493	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	63	50	1
B4UDT2	75667	185	1422	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1286391	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	63	50	1
B5BJQ3	81097	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1293755	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	68	50	1
B5BJQ3	81097	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1293711	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	68	50	1
B5E2F3	54417	185	1203	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1296530	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	65	50	1
B5E2F3	54417	185	1203	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1296478	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	65	50	1
B5EFP3	44094	185	1371	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1301116	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	63	50	1
B5EFP3	44094	185	1371	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1301084	P41558	P41558::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	63	50	1
B5ELX2	57131	185	1362	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1303045	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.9775281	0.9775281	1	1	1	1.0	72	50	1
B5ELX2	57131	185	1362	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1302948	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	72	50	1
B5F0W7	81097	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1306463	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	68	50	1
B5F0W7	81097	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1306419	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	68	50	1
B5FC88	23884	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1311745	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	66	50	1
B5FC88	23884	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1311686	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	66	50	1
B5FQJ9	81097	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1317973	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	68	50	1
B5FQJ9	81097	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1317929	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	68	50	1
B5QYD8	81097	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1320489	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	68	50	1
B5QYD8	81097	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1320445	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	68	50	1
B5RFK1	69410	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1326673	P41558	P41558::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	1	1	1	1.0	67	50	1
B5RFK1	69410	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1326631	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	67	50	1
B5RLU9	145287	185	1155	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1328963	P41558	P41558::RAW::RHEA-COMP:14527::1	0.9714286	0.9714286	1	1	1	1.0	57	50	1
B5RLU9	145287	185	1155	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1328842	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	57	50	1
B5RRJ7	175332	185	1155	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1331935	P41558	P41558::RAW::RHEA-COMP:14527::1	0.9714286	0.9714286	1	1	1	1.0	60	50	1
B5RRJ7	175332	185	1155	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1331804	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	60	50	1
B5T072	152823	152823	387	LE_1022	EC_L3	"[""2.4.1""]"	2.4.1	CONCORDANT_TOP1	1	1	1	1	1332571	Q56774	Q56774::RAW::RHEA:28310::1	1.0	1.0	1	1	1	1.0	58	50	1
B5T072	152823	152823	387	LE_1022	EC_L4	"[""2.4.1.343""]"	2.4.1.250	NO_LIBRARY_SUPPORT	0	0	0	0	1332479	A4X1R6	A4X1R6::RAW::RHEA:26188::1	0.24014673		5	4	0		58	50	0
B5XJ72	18306	185	1188	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1333790	P41558	P41558::RAW::RHEA-COMP:14527::1	0.6614786	0.6614786	1	1	1	1.0	64	50	1
B5XJ72	18306	185	1188	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1333777	P0DST4	P0DST4::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	64	50	1
B5XYF5	8695	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1338717	P41558	P41558::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	1	1	1	1.0	73	50	1
B5XYF5	8695	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1338672	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	73	50	1
B5Z083	134697	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1351874	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	67	50	1
B5Z083	134697	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1351778	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	67	50	1
B5ZAZ3	101188	185	1434	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1356369	P09844	P09844::RAW::RHEA-COMP:14527::1	0.9918033	0.9918033	1	1	1	1.0	69	50	1
B5ZAZ3	101188	185	1434	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1356385	P68694	P68694::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	69	50	1
B5ZYS7	75210	185	1379	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1361014	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	67	50	1
B5ZYS7	75210	185	1379	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1360908	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	67	50	1
B6ENR3	34822	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1364985	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	69	50	1
B6ENR3	34822	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1364929	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	69	50	1
B6I5J7	134697	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1370319	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	67	50	1
B6I5J7	134697	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1370223	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	67	50	1
B6IRP6	127075	185	1397	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1372223	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.9714286	0.9714286	1	1	1	1.0	59	50	1
B6IRP6	127075	185	1397	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1372226	Q5GRY9	Q5GRY9::RAW::RHEA-COMP:14527::1	0.989364	0.989364	1	1	1	1.0	59	50	1
B6J270	148774	185	1375	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1376139	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	64	50	1
B6J270	148774	185	1375	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1376082	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	64	50	1
B7GUG7	8122	185	1187	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1395953	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	2	1	1	1.0	56	50	1
B7GUG7	8122	185	1187	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1396015	P0DST4	P0DST4::RAW::RHEA-COMP:14527::1	0.9880432	0.9880432	1	1	1	1.0	56	50	1
B7H1J8	72961	185	1362	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1398605	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	63	50	1
B7H1J8	72961	185	1362	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1398514	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	63	50	1
B7HJ40	10658	185	1177	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1402123	O27123	O27123::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	2	1	1	1.0	69	50	1
B7HJ40	10658	185	1177	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1402068	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	4	1	1	1.0	69	50	1
B7HQT6	175965	185	1177	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1403652	O27123	O27123::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	2	1	1	1.0	68	50	1
B7HQT6	175965	185	1177	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1403595	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	68	50	1
B7I360	72961	185	1362	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1405776	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	63	50	1
B7I360	72961	185	1362	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1405685	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	63	50	1
B7ICR3	50307	185	1172	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1408514	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	62	50	1
B7ICR3	50307	185	1172	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1408391	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	62	50	1
B7IT11	10658	185	1177	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1412901	O27123	O27123::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	2	1	1	1.0	69	50	1
B7IT11	10658	185	1177	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1412846	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	4	1	1	1.0	69	50	1
B7J1W1	82682	185	1155	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1414754	P41558	P41558::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	1	1	1	1.0	58	50	1
B7J1W1	82682	185	1155	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1414629	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	58	50	1
B7J460	57131	185	1362	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1416873	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.9775281	0.9775281	1	1	1	1.0	72	50	1
B7J460	57131	185	1362	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1416776	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	72	50	1
B7KN45	12806	185	1376	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1426998	P41558	P41558::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	64	50	1
B7KN45	12806	185	1376	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1426990	P0DST4	P0DST4::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	64	50	1
B7LA80	134697	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	1432880	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	67	50	1
B7LA80	134697	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	1432784	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	67	50	1
