protein_id	level	budget	component_id	length_stratum	candidate_rows	candidate_labels	matching_candidate	raw_top_rows	raw_top_labels	calibrated_top_rows	calibrated_top_labels	raw_levels_in_calibrated_top	top_set_expanded	raw_winner_row	calibrated_winner_row	raw_winner_label	calibrated_winner_label	winner_row_changed	winner_label_changed	raw_concordant	calibrated_concordant	raw_only_concordant	calibrated_only_concordant	calibrated_tie_loss	raw_tie_loss	monotonicity_violations
A1WVD6	EC_L4	50	716	LE_1022	62	47	1	1	1	2	2	2	1	207268	207268	3.6.5.n1	3.6.5.n1	0	0	0	0	0	0	1	0	0
A1WVD6	EC_L4	ALL	716	LE_1022	105	81	1	1	1	2	2	2	1	207268	207268	3.6.5.n1	3.6.5.n1	0	0	0	0	0	0	1	0	0
A2BT61	EC_L3	10	185	GT_1022	10	2	1	1	1	2	1	2	1	215932	215895	2.7.7	2.7.7	1	0	1	1	0	0	0	0	0
A2BT61	EC_L3	25	185	GT_1022	27	9	1	1	1	2	1	2	1	215932	215895	2.7.7	2.7.7	1	0	1	1	0	0	0	0	0
A2BT61	EC_L3	50	185	GT_1022	56	24	1	1	1	2	1	2	1	215932	215895	2.7.7	2.7.7	1	0	1	1	0	0	0	0	0
A2BT61	EC_L3	ALL	185	GT_1022	270	87	1	1	1	2	1	2	1	215932	215895	2.7.7	2.7.7	1	0	1	1	0	0	0	0	0
A2BT61	EC_L4	10	185	GT_1022	10	2	1	1	1	1	1	1	0	215939	215939	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2BT61	EC_L4	25	185	GT_1022	27	11	1	1	1	1	1	1	0	215939	215939	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2BT61	EC_L4	50	185	GT_1022	56	27	1	1	1	1	1	1	0	215939	215939	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2BT61	EC_L4	ALL	185	GT_1022	270	165	1	1	1	1	1	1	0	215939	215939	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2BYL1	EC_L3	10	185	GT_1022	10	2	1	1	1	2	1	2	1	220268	220268	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2BYL1	EC_L3	25	185	GT_1022	28	11	1	1	1	2	1	2	1	220268	220268	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2BYL1	EC_L3	50	185	GT_1022	64	30	1	1	1	2	1	2	1	220268	220268	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2BYL1	EC_L3	ALL	185	GT_1022	291	85	1	1	1	2	1	2	1	220268	220268	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2BYL1	EC_L4	10	185	GT_1022	10	2	1	1	1	4	1	4	1	220275	220218	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A2BYL1	EC_L4	25	185	GT_1022	28	12	1	1	1	4	1	4	1	220275	220218	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A2BYL1	EC_L4	50	185	GT_1022	64	33	1	1	1	4	1	4	1	220275	220218	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A2BYL1	EC_L4	ALL	185	GT_1022	291	164	1	1	1	4	1	4	1	220275	220218	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A2C4N2	EC_L3	10	185	GT_1022	10	2	1	1	1	3	1	3	1	224495	224405	2.7.7	2.7.7	1	0	1	1	0	0	0	0	0
A2C4N2	EC_L3	25	185	GT_1022	25	12	1	1	1	3	1	3	1	224495	224405	2.7.7	2.7.7	1	0	1	1	0	0	0	0	0
A2C4N2	EC_L3	50	185	GT_1022	56	27	1	1	1	3	1	3	1	224495	224405	2.7.7	2.7.7	1	0	1	1	0	0	0	0	0
A2C4N2	EC_L3	ALL	185	GT_1022	302	92	1	1	1	3	1	3	1	224495	224405	2.7.7	2.7.7	1	0	1	1	0	0	0	0	0
A2C4N2	EC_L4	10	185	GT_1022	10	2	1	1	1	1	1	1	0	224379	224379	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2C4N2	EC_L4	25	185	GT_1022	25	12	1	1	1	1	1	1	0	224379	224379	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2C4N2	EC_L4	50	185	GT_1022	56	29	1	1	1	1	1	1	0	224379	224379	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2C4N2	EC_L4	ALL	185	GT_1022	302	172	1	1	1	1	1	1	0	224379	224379	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2C6S8	EC_L3	10	185	GT_1022	10	2	1	1	1	1	1	1	0	225960	225960	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2C6S8	EC_L3	25	185	GT_1022	26	13	1	1	1	1	1	1	0	225960	225960	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2C6S8	EC_L3	50	185	GT_1022	63	30	1	1	1	1	1	1	0	225960	225960	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2C6S8	EC_L3	ALL	185	GT_1022	296	91	1	1	1	1	1	1	0	225960	225960	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2C6S8	EC_L4	10	185	GT_1022	10	2	1	1	1	1	1	1	0	225841	225841	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2C6S8	EC_L4	25	185	GT_1022	26	14	1	1	1	1	1	1	0	225841	225841	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2C6S8	EC_L4	50	185	GT_1022	63	32	1	1	1	1	1	1	0	225841	225841	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2C6S8	EC_L4	ALL	185	GT_1022	296	176	1	1	1	1	1	1	0	225841	225841	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2CI56	EC_L3	10	716	LE_1022	10	6	1	1	1	2	1	2	1	229690	229690	3.6.5	3.6.5	0	0	1	1	0	0	0	0	0
A2CI56	EC_L3	25	716	LE_1022	31	17	1	1	1	2	1	2	1	229690	229690	3.6.5	3.6.5	0	0	1	1	0	0	0	0	0
A2CI56	EC_L3	50	716	LE_1022	57	33	1	1	1	2	1	2	1	229690	229690	3.6.5	3.6.5	0	0	1	1	0	0	0	0	0
A2CI56	EC_L3	ALL	716	LE_1022	119	53	1	1	1	2	1	2	1	229690	229690	3.6.5	3.6.5	0	0	1	1	0	0	0	0	0
A2CI56	EC_L4	10	716	LE_1022	10	7	1	1	1	2	1	2	1	229690	229690	3.6.5.n1	3.6.5.n1	0	0	0	0	0	0	0	0	0
A2CI56	EC_L4	25	716	LE_1022	31	24	1	1	1	2	1	2	1	229690	229690	3.6.5.n1	3.6.5.n1	0	0	0	0	0	0	0	0	0
A2CI56	EC_L4	50	716	LE_1022	57	49	1	1	1	2	1	2	1	229690	229690	3.6.5.n1	3.6.5.n1	0	0	0	0	0	0	0	0	0
A2CI56	EC_L4	ALL	716	LE_1022	119	92	1	1	1	2	1	2	1	229690	229690	3.6.5.n1	3.6.5.n1	0	0	0	0	0	0	0	0	0
A2RC51	EC_L3	10	185	GT_1022	10	2	1	1	1	1	1	1	0	231694	231694	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2RC51	EC_L3	25	185	GT_1022	27	10	1	1	1	1	1	1	0	231694	231694	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2RC51	EC_L3	50	185	GT_1022	64	26	1	1	1	1	1	1	0	231694	231694	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2RC51	EC_L3	ALL	185	GT_1022	167	61	1	1	1	1	1	1	0	231694	231694	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2RC51	EC_L4	10	185	GT_1022	10	2	1	1	1	1	1	1	0	231681	231681	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2RC51	EC_L4	25	185	GT_1022	27	13	1	1	1	1	1	1	0	231681	231681	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2RC51	EC_L4	50	185	GT_1022	64	34	1	1	1	1	1	1	0	231681	231681	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2RC51	EC_L4	ALL	185	GT_1022	167	112	1	1	1	1	1	1	0	231681	231681	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2RML9	EC_L3	10	185	GT_1022	10	1	1	1	1	2	1	2	1	236739	236739	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2RML9	EC_L3	25	185	GT_1022	28	14	1	1	1	2	1	2	1	236739	236739	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2RML9	EC_L3	50	185	GT_1022	62	30	1	1	1	2	1	2	1	236739	236739	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2RML9	EC_L3	ALL	185	GT_1022	167	69	1	1	1	2	1	2	1	236739	236739	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2RML9	EC_L4	10	185	GT_1022	10	1	1	1	1	1	1	1	0	236774	236774	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2RML9	EC_L4	25	185	GT_1022	28	14	1	1	1	1	1	1	0	236774	236774	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2RML9	EC_L4	50	185	GT_1022	62	37	1	1	1	1	1	1	0	236774	236774	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2RML9	EC_L4	ALL	185	GT_1022	167	112	1	1	1	1	1	1	0	236774	236774	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2S7G6	EC_L3	10	185	GT_1022	10	1	1	1	1	1	1	1	0	240128	240128	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2S7G6	EC_L3	25	185	GT_1022	28	12	1	1	1	1	1	1	0	240128	240128	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2S7G6	EC_L3	50	185	GT_1022	65	35	1	1	1	1	1	1	0	240128	240128	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2S7G6	EC_L3	ALL	185	GT_1022	128	53	1	1	1	1	1	1	0	240128	240128	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2S7G6	EC_L4	10	185	GT_1022	10	1	1	1	1	2	1	2	1	240042	240042	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2S7G6	EC_L4	25	185	GT_1022	28	13	1	1	1	2	1	2	1	240042	240042	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2S7G6	EC_L4	50	185	GT_1022	65	38	1	1	1	2	1	2	1	240042	240042	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2S7G6	EC_L4	ALL	185	GT_1022	128	83	1	1	1	2	1	2	1	240042	240042	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2SLG5	EC_L3	10	185	GT_1022	10	1	1	1	1	2	1	2	1	245840	245840	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2SLG5	EC_L3	25	185	GT_1022	33	10	1	1	1	2	1	2	1	245840	245840	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2SLG5	EC_L3	50	185	GT_1022	73	23	1	1	1	2	1	2	1	245840	245840	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2SLG5	EC_L3	ALL	185	GT_1022	157	51	1	1	1	2	1	2	1	245840	245840	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2SLG5	EC_L4	10	185	GT_1022	10	1	1	1	1	2	1	2	1	245914	245815	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A2SLG5	EC_L4	25	185	GT_1022	33	11	1	1	1	2	1	2	1	245914	245815	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A2SLG5	EC_L4	50	185	GT_1022	73	38	1	1	1	2	1	2	1	245914	245815	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A2SLG5	EC_L4	ALL	185	GT_1022	157	99	1	1	1	2	1	2	1	245914	245815	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A2T324	EC_L3	10	185	GT_1022	10	1	1	1	1	1	1	1	0	247151	247151	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2T324	EC_L3	25	185	GT_1022	27	9	1	1	1	1	1	1	0	247151	247151	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2T324	EC_L3	50	185	GT_1022	57	27	1	1	1	1	1	1	0	247151	247151	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2T324	EC_L3	ALL	185	GT_1022	288	92	1	1	1	1	1	1	0	247151	247151	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A2T324	EC_L4	10	185	GT_1022	10	2	1	1	1	2	1	2	1	247064	247064	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2T324	EC_L4	25	185	GT_1022	27	12	1	1	1	2	1	2	1	247064	247064	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2T324	EC_L4	50	185	GT_1022	57	38	1	1	1	2	1	2	1	247064	247064	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A2T324	EC_L4	ALL	185	GT_1022	288	187	1	1	1	2	1	2	1	247064	247064	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3CKD3	EC_L3	10	185	GT_1022	10	1	1	1	1	2	1	2	1	249563	249563	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3CKD3	EC_L3	25	185	GT_1022	26	8	1	1	1	2	1	2	1	249563	249563	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3CKD3	EC_L3	50	185	GT_1022	69	25	1	1	1	2	1	2	1	249563	249563	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3CKD3	EC_L3	ALL	185	GT_1022	203	70	1	1	1	2	1	2	1	249563	249563	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3CKD3	EC_L4	10	185	GT_1022	10	1	1	1	1	3	1	3	1	249599	249599	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3CKD3	EC_L4	25	185	GT_1022	26	10	1	1	1	1	1	1	0	249613	249613	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3CKD3	EC_L4	50	185	GT_1022	69	34	1	1	1	1	1	1	0	249613	249613	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3CKD3	EC_L4	ALL	185	GT_1022	203	125	1	1	1	1	1	1	0	249613	249613	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3DB95	EC_L3	10	185	GT_1022	10	1	1	1	1	1	1	1	0	259493	259493	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3DB95	EC_L3	25	185	GT_1022	31	10	1	1	1	1	1	1	0	259493	259493	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3DB95	EC_L3	50	185	GT_1022	66	27	1	1	1	1	1	1	0	259493	259493	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3DB95	EC_L3	ALL	185	GT_1022	158	57	1	1	1	1	1	1	0	259493	259493	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3DB95	EC_L4	10	185	GT_1022	10	1	1	1	1	2	1	2	1	259515	259403	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A3DB95	EC_L4	25	185	GT_1022	31	13	1	1	1	2	1	2	1	259515	259403	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A3DB95	EC_L4	50	185	GT_1022	66	40	1	1	1	2	1	2	1	259515	259403	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A3DB95	EC_L4	ALL	185	GT_1022	158	95	1	1	1	2	1	2	1	259515	259403	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A3DIZ4	EC_L3	10	185	GT_1022	10	2	1	1	1	1	1	1	0	262787	262787	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3DIZ4	EC_L3	25	185	GT_1022	27	7	1	1	1	1	1	1	0	262787	262787	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3DIZ4	EC_L3	50	185	GT_1022	59	28	1	1	1	1	1	1	0	262787	262787	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3DIZ4	EC_L3	ALL	185	GT_1022	169	67	1	1	1	1	1	1	0	262787	262787	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3DIZ4	EC_L4	10	185	GT_1022	10	2	1	1	1	1	1	1	0	262716	262716	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3DIZ4	EC_L4	25	185	GT_1022	27	10	1	1	1	1	1	1	0	262716	262716	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3DIZ4	EC_L4	50	185	GT_1022	59	35	1	1	1	1	1	1	0	262716	262716	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3DIZ4	EC_L4	ALL	185	GT_1022	169	112	1	1	1	1	1	1	0	262716	262716	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3M1G3	EC_L3	10	185	GT_1022	10	1	1	1	1	1	1	1	0	266567	266567	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3M1G3	EC_L3	25	185	GT_1022	31	12	1	1	1	1	1	1	0	266567	266567	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3M1G3	EC_L3	50	185	GT_1022	64	25	1	1	1	1	1	1	0	266567	266567	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3M1G3	EC_L3	ALL	185	GT_1022	144	54	1	1	1	1	1	1	0	266567	266567	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3M1G3	EC_L4	10	185	GT_1022	10	1	1	1	1	2	1	2	1	266568	266472	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A3M1G3	EC_L4	25	185	GT_1022	31	14	1	1	1	2	1	2	1	266568	266472	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A3M1G3	EC_L4	50	185	GT_1022	64	40	1	1	1	2	1	2	1	266568	266472	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A3M1G3	EC_L4	ALL	185	GT_1022	144	96	1	1	1	2	1	2	1	266568	266472	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A3MRU5	EC_L3	10	185	GT_1022	10	1	1	1	1	1	1	1	0	272577	272577	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3MRU5	EC_L3	25	185	GT_1022	28	12	1	1	1	1	1	1	0	272577	272577	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3MRU5	EC_L3	50	185	GT_1022	65	35	1	1	1	1	1	1	0	272577	272577	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3MRU5	EC_L3	ALL	185	GT_1022	128	53	1	1	1	1	1	1	0	272577	272577	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3MRU5	EC_L4	10	185	GT_1022	10	1	1	1	1	2	1	2	1	272491	272491	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3MRU5	EC_L4	25	185	GT_1022	28	13	1	1	1	2	1	2	1	272491	272491	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3MRU5	EC_L4	50	185	GT_1022	65	38	1	1	1	2	1	2	1	272491	272491	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3MRU5	EC_L4	ALL	185	GT_1022	128	83	1	1	1	2	1	2	1	272491	272491	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3N325	EC_L3	10	185	GT_1022	10	1	1	1	1	1	1	1	0	278087	278087	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3N325	EC_L3	25	185	GT_1022	29	11	1	1	1	1	1	1	0	278087	278087	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3N325	EC_L3	50	185	GT_1022	69	29	1	1	1	1	1	1	0	278087	278087	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3N325	EC_L3	ALL	185	GT_1022	146	58	1	1	1	1	1	1	0	278087	278087	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3N325	EC_L4	10	185	GT_1022	10	1	1	1	1	2	1	2	1	278091	278044	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A3N325	EC_L4	25	185	GT_1022	29	13	1	1	1	2	1	2	1	278091	278044	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A3N325	EC_L4	50	185	GT_1022	69	37	1	1	1	2	1	2	1	278091	278044	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A3N325	EC_L4	ALL	185	GT_1022	146	91	1	1	1	2	1	2	1	278091	278044	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A3NEI7	EC_L3	10	185	GT_1022	10	1	1	1	1	1	1	1	0	281875	281875	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3NEI7	EC_L3	25	185	GT_1022	28	12	1	1	1	1	1	1	0	281875	281875	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3NEI7	EC_L3	50	185	GT_1022	65	35	1	1	1	1	1	1	0	281875	281875	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3NEI7	EC_L3	ALL	185	GT_1022	128	53	1	1	1	1	1	1	0	281875	281875	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3NEI7	EC_L4	10	185	GT_1022	10	1	1	1	1	2	1	2	1	281789	281789	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3NEI7	EC_L4	25	185	GT_1022	28	13	1	1	1	2	1	2	1	281789	281789	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3NEI7	EC_L4	50	185	GT_1022	65	38	1	1	1	2	1	2	1	281789	281789	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3NEI7	EC_L4	ALL	185	GT_1022	128	83	1	1	1	2	1	2	1	281789	281789	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3P0C5	EC_L3	10	185	GT_1022	10	1	1	1	1	1	1	1	0	285922	285922	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3P0C5	EC_L3	25	185	GT_1022	28	12	1	1	1	1	1	1	0	285922	285922	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3P0C5	EC_L3	50	185	GT_1022	65	35	1	1	1	1	1	1	0	285922	285922	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3P0C5	EC_L3	ALL	185	GT_1022	128	53	1	1	1	1	1	1	0	285922	285922	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3P0C5	EC_L4	10	185	GT_1022	10	1	1	1	1	2	1	2	1	285836	285836	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3P0C5	EC_L4	25	185	GT_1022	28	13	1	1	1	2	1	2	1	285836	285836	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3P0C5	EC_L4	50	185	GT_1022	65	38	1	1	1	2	1	2	1	285836	285836	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3P0C5	EC_L4	ALL	185	GT_1022	128	83	1	1	1	2	1	2	1	285836	285836	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3PEX4	EC_L3	10	185	GT_1022	10	2	1	1	1	3	1	3	1	290014	289917	2.7.7	2.7.7	1	0	1	1	0	0	0	0	0
A3PEX4	EC_L3	25	185	GT_1022	27	10	1	1	1	3	1	3	1	290014	289917	2.7.7	2.7.7	1	0	1	1	0	0	0	0	0
A3PEX4	EC_L3	50	185	GT_1022	64	24	1	1	1	3	1	3	1	290014	289917	2.7.7	2.7.7	1	0	1	1	0	0	0	0	0
A3PEX4	EC_L3	ALL	185	GT_1022	281	86	1	1	1	3	1	3	1	290014	289917	2.7.7	2.7.7	1	0	1	1	0	0	0	0	0
A3PEX4	EC_L4	10	185	GT_1022	10	2	1	1	1	1	1	1	0	289992	289992	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3PEX4	EC_L4	25	185	GT_1022	27	10	1	1	1	1	1	1	0	289992	289992	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3PEX4	EC_L4	50	185	GT_1022	64	27	1	1	1	1	1	1	0	289992	289992	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3PEX4	EC_L4	ALL	185	GT_1022	281	170	1	1	1	1	1	1	0	289992	289992	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3PGI9	EC_L3	10	185	GT_1022	10	1	1	1	1	1	1	1	0	291131	291131	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3PGI9	EC_L3	25	185	GT_1022	32	10	1	1	1	1	1	1	0	291131	291131	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3PGI9	EC_L3	50	185	GT_1022	65	28	1	1	1	1	1	1	0	291131	291131	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3PGI9	EC_L3	ALL	185	GT_1022	150	57	1	1	1	1	1	1	0	291131	291131	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3PGI9	EC_L4	10	185	GT_1022	10	1	1	1	1	4	1	4	1	291152	291054	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A3PGI9	EC_L4	25	185	GT_1022	32	15	1	1	1	4	1	4	1	291152	291054	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A3PGI9	EC_L4	50	185	GT_1022	65	44	1	1	1	4	1	4	1	291152	291054	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A3PGI9	EC_L4	ALL	185	GT_1022	150	107	1	1	1	4	1	4	1	291152	291054	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
A3PV78	EC_L3	10	185	GT_1022	10	1	1	1	1	1	1	1	0	295880	295880	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3PV78	EC_L3	25	185	GT_1022	28	10	1	1	1	1	1	1	0	295880	295880	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3PV78	EC_L3	50	185	GT_1022	58	30	1	1	1	1	1	1	0	295880	295880	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3PV78	EC_L3	ALL	185	GT_1022	278	85	1	1	1	1	1	1	0	295880	295880	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3PV78	EC_L4	10	185	GT_1022	10	1	1	1	1	1	1	1	0	295800	295800	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3PV78	EC_L4	25	185	GT_1022	28	10	1	1	1	1	1	1	0	295800	295800	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3PV78	EC_L4	50	185	GT_1022	58	34	1	1	1	1	1	1	0	295800	295800	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3PV78	EC_L4	ALL	185	GT_1022	278	170	1	1	1	1	1	1	0	295800	295800	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
A3Q975	EC_L3	10	185	GT_1022	10	1	1	1	1	1	1	1	0	299515	299515	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3Q975	EC_L3	25	185	GT_1022	31	11	1	1	1	1	1	1	0	299515	299515	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3Q975	EC_L3	50	185	GT_1022	66	27	1	1	1	1	1	1	0	299515	299515	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
A3Q975	EC_L3	ALL	185	GT_1022	142	48	1	1	1	1	1	1	0	299515	299515	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
