protein_id	node_id	component_id	sequence_length	method	level	truth_labels	output_labels	winner_distance	best_matching_distance	top_tied_centres	top_tied_distinct_labels	state	evaluable	library_match	returned_match	retained_match	first_matching_rank	output_count	matched_output_count	truth_count	hit	has_output	acceptance_status	selected_reference	returned_hits	retained_stage_definition
A7MKI5	30280	716	394	CLEAN_TOP1	EC_L3	"[""3.6.5""]"	"[""3.6.5""]"	7.03228759765625	7.03228759765625	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7MKI5	30280	716	394	CLEAN_MAXSEP	EC_L3	"[""3.6.5""]"	"[""3.6.5""]"	7.03228759765625	7.03228759765625	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7MKI5	30280	716	394	CLEAN_TOP1	EC_L4	"[""3.6.5.3""]"	"[""3.6.5.3""]"	7.03228759765625	7.03228759765625	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7MKI5	30280	716	394	CLEAN_MAXSEP	EC_L4	"[""3.6.5.3""]"	"[""3.6.5.3""]"	7.03228759765625	7.03228759765625	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7MQQ9	159814	185	1342	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.734750270843506	7.734750270843506	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7MQQ9	159814	185	1342	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.734750270843506	7.734750270843506	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7MQQ9	159814	185	1342	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.734750270843506	7.734750270843506	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7MQQ9	159814	185	1342	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.734750270843506	7.734750270843506	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7MXF1	78162	185	1342	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.6366448402404785	7.6366448402404785	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7MXF1	78162	185	1342	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.6366448402404785	7.6366448402404785	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7MXF1	78162	185	1342	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.6366448402404785	7.6366448402404785	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7MXF1	78162	185	1342	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.6366448402404785	7.6366448402404785	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7NEC0	120161	185	1358	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.892751693725586	6.892751693725586	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7NEC0	120161	185	1358	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.892751693725586	6.892751693725586	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7NEC0	120161	185	1358	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.892751693725586	6.892751693725586	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7NEC0	120161	185	1358	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.892751693725586	6.892751693725586	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7NR65	156147	716	401	CLEAN_TOP1	EC_L3	"[""3.6.5""]"	"[""3.6.5""]"	6.279356002807617	6.279356002807617	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7NR65	156147	716	401	CLEAN_MAXSEP	EC_L3	"[""3.6.5""]"	"[""3.6.5""]"	6.279356002807617	6.279356002807617	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7NR65	156147	716	401	CLEAN_TOP1	EC_L4	"[""3.6.5.3""]"	"[""3.6.5.3""]"	6.279356002807617	6.279356002807617	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7NR65	156147	716	401	CLEAN_MAXSEP	EC_L4	"[""3.6.5.3""]"	"[""3.6.5.3""]"	6.279356002807617	6.279356002807617	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7WYW7	36627	185	1183	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.657364845275879	7.657364845275879	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7WYW7	36627	185	1183	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.657364845275879	7.657364845275879	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7WYW7	36627	185	1183	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.657364845275879	7.657364845275879	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7WYW7	36627	185	1183	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.657364845275879	7.657364845275879	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7WYX6	113687	716	394	CLEAN_TOP1	EC_L3	"[""3.6.5""]"	"[""3.6.5""]"	7.621253490447998	7.621253490447998	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7WYX6	113687	716	394	CLEAN_MAXSEP	EC_L3	"[""3.6.5""]"	"[""3.6.5""]"	7.621253490447998	7.621253490447998	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7WYX6	113687	716	394	CLEAN_TOP1	EC_L4	"[""3.6.5.3""]"	"[""3.6.5.3""]"	7.621253490447998	7.621253490447998	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7WYX6	113687	716	394	CLEAN_MAXSEP	EC_L4	"[""3.6.5.3""]"	"[""3.6.5.3""]"	7.621253490447998	7.621253490447998	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7Y3B9	3394	185	1067	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.640491962432861	6.640491962432861	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7Y3B9	3394	185	1067	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.640491962432861	6.640491962432861	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7Y3B9	3394	185	1067	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.640491962432861	6.640491962432861	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7Y3B9	3394	185	1067	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.640491962432861	6.640491962432861	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7Z0M9	36472	185	1196	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.27860689163208	7.27860689163208	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7Z0M9	36472	185	1196	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.27860689163208	7.27860689163208	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7Z0M9	36472	185	1196	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.27860689163208	7.27860689163208	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7Z0M9	36472	185	1196	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.27860689163208	7.27860689163208	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7ZUK1	134697	185	1342	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.6953511238098145	7.6953511238098145	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7ZUK1	134697	185	1342	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.6953511238098145	7.6953511238098145	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7ZUK1	134697	185	1342	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.6953511238098145	7.6953511238098145	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A7ZUK1	134697	185	1342	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.6953511238098145	7.6953511238098145	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8A786	134697	185	1342	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.6953511238098145	7.6953511238098145	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8A786	134697	185	1342	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.6953511238098145	7.6953511238098145	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8A786	134697	185	1342	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.6953511238098145	7.6953511238098145	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8A786	134697	185	1342	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.6953511238098145	7.6953511238098145	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8AKT9	103185	185	1342	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.742377758026123	7.742377758026123	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8AKT9	103185	185	1342	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.742377758026123	7.742377758026123	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8AKT9	103185	185	1342	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.742377758026123	7.742377758026123	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8AKT9	103185	185	1342	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.742377758026123	7.742377758026123	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8AZI3	67834	185	1188	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.319819927215576	7.319819927215576	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8AZI3	67834	185	1188	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.319819927215576	7.319819927215576	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8AZI3	67834	185	1188	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.319819927215576	7.319819927215576	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8AZI3	67834	185	1188	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.319819927215576	7.319819927215576	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8EVZ4	25301	185	1382	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.712634563446045	6.712634563446045	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8EVZ4	25301	185	1382	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.712634563446045	6.712634563446045	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8EVZ4	25301	185	1382	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.712634563446045	6.712634563446045	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8EVZ4	25301	185	1382	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.712634563446045	6.712634563446045	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8EXK8	123046	185	1373	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.315567493438721	6.315567493438721	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8EXK8	123046	185	1373	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.315567493438721	6.315567493438721	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8EXK8	123046	185	1373	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.315567493438721	6.315567493438721	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8EXK8	123046	185	1373	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.315567493438721	6.315567493438721	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8F0P7	165565	185	1373	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.394473552703857	6.394473552703857	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8F0P7	165565	185	1373	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.394473552703857	6.394473552703857	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8F0P7	165565	185	1373	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.394473552703857	6.394473552703857	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8F0P7	165565	185	1373	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.394473552703857	6.394473552703857	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8F4G0	176084	185	1172	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.8806962966918945	6.8806962966918945	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8F4G0	176084	185	1172	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.8806962966918945	6.8806962966918945	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8F4G0	176084	185	1172	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.8806962966918945	6.8806962966918945	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8F4G0	176084	185	1172	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.8806962966918945	6.8806962966918945	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8F976	107275	185	1193	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.203497409820557	7.203497409820557	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8F976	107275	185	1193	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.203497409820557	7.203497409820557	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8F976	107275	185	1193	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.203497409820557	7.203497409820557	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8F976	107275	185	1193	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.203497409820557	7.203497409820557	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8FKR3	108046	185	1375	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.511954307556152	6.511954307556152	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8FKR3	108046	185	1375	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.511954307556152	6.511954307556152	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8FKR3	108046	185	1375	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.511954307556152	6.511954307556152	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8FKR3	108046	185	1375	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.511954307556152	6.511954307556152	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8G1F5	14231	185	1343	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.204789161682129	7.204789161682129	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8G1F5	14231	185	1343	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.204789161682129	7.204789161682129	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8G1F5	14231	185	1343	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.204789161682129	7.204789161682129	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8G1F5	14231	185	1343	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.204789161682129	7.204789161682129	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8G6Y6	65749	185	1097	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.11164665222168	6.11164665222168	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8G6Y6	65749	185	1097	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.11164665222168	6.11164665222168	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8G6Y6	65749	185	1097	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.11164665222168	6.11164665222168	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8G6Y6	65749	185	1097	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.11164665222168	6.11164665222168	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8G8E0	72134	716	394	CLEAN_TOP1	EC_L3	"[""3.6.5""]"	"[""3.6.5""]"	7.131818771362305	7.131818771362305	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8G8E0	72134	716	394	CLEAN_MAXSEP	EC_L3	"[""3.6.5""]"	"[""3.6.5""]"	7.131818771362305	7.131818771362305	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8G8E0	72134	716	394	CLEAN_TOP1	EC_L4	"[""3.6.5.3""]"	"[""3.6.5.3""]"	7.131818771362305	7.131818771362305	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8G8E0	72134	716	394	CLEAN_MAXSEP	EC_L4	"[""3.6.5.3""]"	"[""3.6.5.3""]"	7.131818771362305	7.131818771362305	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8G8E7	31591	185	1342	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.679316520690918	7.679316520690918	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8G8E7	31591	185	1342	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.679316520690918	7.679316520690918	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8G8E7	31591	185	1342	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.679316520690918	7.679316520690918	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8G8E7	31591	185	1342	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.679316520690918	7.679316520690918	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8GMA7	59016	185	1373	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.399397850036621	6.399397850036621	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8GMA7	59016	185	1373	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.399397850036621	6.399397850036621	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8GMA7	59016	185	1373	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.399397850036621	6.399397850036621	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8GMA7	59016	185	1373	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.399397850036621	6.399397850036621	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A8GQW4	80085	185	1373	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.4189372062683105	6.4189372062683105	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
