level	event	cluster_id_30	cluster_queries	event_queries	within_cluster_fraction	leave_this_cluster_out_fraction
EC_L3	union50_minus_scored	O51653	24	2	0.08333333333333333	0.35531414086547164
EC_L3	union50_minus_scored	O53585	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	O53857	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	O54029	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	O55721	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	O56788	7	5	0.7142857142857143	0.354986971627099
EC_L3	union50_minus_scored	O58457	317	207	0.6529968454258676	0.35162140399677916
EC_L3	union50_minus_scored	O60061	11	0	0.0	0.35521934269581584
EC_L3	union50_minus_scored	O60103	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	O60337	3	0	0.0	0.35511651469098277
EC_L3	union50_minus_scored	O60346	5	0	0.0	0.3551422161105884
EC_L3	union50_minus_scored	O61213	10	0	0.0	0.3552064859386876
EC_L3	union50_minus_scored	O64642	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	O64698	11	6	0.5454545454545454	0.35500217170985954
EC_L3	union50_minus_scored	O64782	4	0	0.0	0.35512936493576985
EC_L3	union50_minus_scored	O64876	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	O66127	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	O66995	13	6	0.46153846153846156	0.3550278722942156
EC_L3	union50_minus_scored	O67753	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	O70167	7	1	0.14285714285714285	0.35513173132599885
EC_L3	union50_minus_scored	O73686	23	0	0.0	0.35537369640787947
EC_L3	union50_minus_scored	O74023	8	2	0.25	0.3551083927472766
EC_L3	union50_minus_scored	O74343	2	1	0.5	0.35506748199876975
EC_L3	union50_minus_scored	O74489	11	4	0.36363636363636365	0.3550745620385117
EC_L3	union50_minus_scored	O74865	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	O74976	3	0	0.0	0.35511651469098277
EC_L3	union50_minus_scored	O75417	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	O75891	8	0	0.0	0.35518077521624264
EC_L3	union50_minus_scored	O76464	2	1	0.5	0.35506748199876975
EC_L3	union50_minus_scored	O77475	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	O81884	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	O81893	24	6	0.25	0.35516929205142134
EC_L3	union50_minus_scored	O82175	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	O82872	3	2	0.6666666666666666	0.35504414531770156
EC_L3	union50_minus_scored	O83279	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	O83401	18	5	0.2777777777777778	0.3551283443756562
EC_L3	union50_minus_scored	O83514	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	O85057	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	O86042	15	11	0.7333333333333333	0.3548725745728352
EC_L3	union50_minus_scored	O87871	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	O88202	4	2	0.5	0.3550569929437308
EC_L3	union50_minus_scored	O88351	11	0	0.0	0.35521934269581584
EC_L3	union50_minus_scored	O88974	4	0	0.0	0.35512936493576985
EC_L3	union50_minus_scored	O92956	4	0	0.0	0.35512936493576985
EC_L3	union50_minus_scored	O93919	12	0	0.0	0.35523220038368264
EC_L3	union50_minus_scored	O94235	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	O94247	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	O94265	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	O94972	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	O95050	11	0	0.0	0.35521934269581584
EC_L3	union50_minus_scored	O95544	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	O95714	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	O95835	5	0	0.0	0.3551422161105884
EC_L3	union50_minus_scored	P03190	14	10	0.7142857142857143	0.35489592760180994
EC_L3	union50_minus_scored	P03365	7	0	0.0	0.3551679212507238
EC_L3	union50_minus_scored	P03465	5	3	0.6	0.3550336541941087
EC_L3	union50_minus_scored	P04048	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P07046	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P07059	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P07245	11	7	0.6363636363636364	0.3549659765455335
EC_L3	union50_minus_scored	P08243	2	2	1.0	0.3550312986214133
EC_L3	union50_minus_scored	P08684	11	4	0.36363636363636365	0.3550745620385117
EC_L3	union50_minus_scored	P08956	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P09029	24	10	0.4166666666666667	0.355024443237371
EC_L3	union50_minus_scored	P09505	5	1	0.2	0.3551060288050952
EC_L3	union50_minus_scored	P09627	7	1	0.14285714285714285	0.35513173132599885
EC_L3	union50_minus_scored	P0A115	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P0A1T4	6	4	0.6666666666666666	0.3550103137552926
EC_L3	union50_minus_scored	P0A389	3	2	0.6666666666666666	0.35504414531770156
EC_L3	union50_minus_scored	P0A3U1	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P0A505	4	0	0.0	0.35512936493576985
EC_L3	union50_minus_scored	P0A539	13	6	0.46153846153846156	0.3550278722942156
EC_L3	union50_minus_scored	P0A651	5	0	0.0	0.3551422161105884
EC_L3	union50_minus_scored	P0A9S4	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P0AAP2	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P0AC28	3	2	0.6666666666666666	0.35504414531770156
EC_L3	union50_minus_scored	P0AC75	4	1	0.25	0.35509317893975034
EC_L3	union50_minus_scored	P0ACA7	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P0ACV1	9	2	0.2222222222222222	0.35512124502352516
EC_L3	union50_minus_scored	P0AEW6	3	2	0.6666666666666666	0.35504414531770156
EC_L3	union50_minus_scored	P0AF18	12	10	0.8333333333333334	0.35487023563904874
EC_L3	union50_minus_scored	P0C1A9	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P0C2F6	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P0C6T6	21	8	0.38095238095238093	0.3550582953146499
EC_L3	union50_minus_scored	P0C973	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P0CH64	3	2	0.6666666666666666	0.35504414531770156
EC_L3	union50_minus_scored	P0CN90	26	1	0.038461538461538464	0.3553760909716438
EC_L3	union50_minus_scored	P0CQ62	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P0DJN9	41	30	0.7317073170731707	0.3545184433654613
EC_L3	union50_minus_scored	P0DKI7	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P0DMN7	15	11	0.7333333333333333	0.3548725745728352
EC_L3	union50_minus_scored	P0DMP5	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P0DPK6	6	0	0.0	0.3551550682155394
EC_L3	union50_minus_scored	P0DPS1	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P0DTW0	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P0DUM9	2	1	0.5	0.35506748199876975
EC_L3	union50_minus_scored	P0DV45	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P0DV84	5	0	0.0	0.3551422161105884
EC_L3	union50_minus_scored	P0DXE1	167	11	0.0658682634730539	0.35683605125218404
EC_L3	union50_minus_scored	P0DXE6	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P0DXZ1	2	1	0.5	0.35506748199876975
EC_L3	union50_minus_scored	P0DY42	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P10221	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P10266	8	0	0.0	0.35518077521624264
EC_L3	union50_minus_scored	P10349	3	0	0.0	0.35511651469098277
EC_L3	union50_minus_scored	P10538	5	2	0.4	0.3550698414996019
EC_L3	union50_minus_scored	P10594	11	1	0.09090909090909091	0.3551831475314898
EC_L3	union50_minus_scored	P11635	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P11640	2	1	0.5	0.35506748199876975
EC_L3	union50_minus_scored	P12281	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P12867	13	2	0.15384615384615385	0.3551726634329979
EC_L3	union50_minus_scored	P13559	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P13716	11	8	0.7272727272727273	0.35492978138120745
EC_L3	union50_minus_scored	P14203	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P14532	5	3	0.6	0.3550336541941087
EC_L3	union50_minus_scored	P14540	2	1	0.5	0.35506748199876975
EC_L3	union50_minus_scored	P14546	2	2	1.0	0.3550312986214133
EC_L3	union50_minus_scored	P15273	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P15288	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P15623	2	1	0.5	0.35506748199876975
EC_L3	union50_minus_scored	P16472	6	4	0.6666666666666666	0.3550103137552926
EC_L3	union50_minus_scored	P16641	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P16667	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P17119	2	2	1.0	0.3550312986214133
EC_L3	union50_minus_scored	P18106	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P19414	8	0	0.0	0.35518077521624264
EC_L3	union50_minus_scored	P19732	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P20092	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P20179	3	1	0.3333333333333333	0.35508033000434214
EC_L3	union50_minus_scored	P21219	8	4	0.5	0.3550360102783106
EC_L3	union50_minus_scored	P21329	4	0	0.0	0.35512936493576985
EC_L3	union50_minus_scored	P21549	12	6	0.5	0.3550150215369023
EC_L3	union50_minus_scored	P22174	8	3	0.375	0.3550722015127936
EC_L3	union50_minus_scored	P22304	2	1	0.5	0.35506748199876975
EC_L3	union50_minus_scored	P23049	3	0	0.0	0.35511651469098277
EC_L3	union50_minus_scored	P23189	166	43	0.25903614457831325	0.35565828267753796
EC_L3	union50_minus_scored	P23709	8	0	0.0	0.35518077521624264
EC_L3	union50_minus_scored	P23842	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P23869	69	34	0.4927536231884058	0.35473340587595215
EC_L3	union50_minus_scored	P24384	4	2	0.5	0.3550569929437308
EC_L3	union50_minus_scored	P24473	3	1	0.3333333333333333	0.35508033000434214
EC_L3	union50_minus_scored	P24546	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P24597	20	16	0.8	0.35475578406169667
EC_L3	union50_minus_scored	P25539	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P25646	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P26403	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P26471	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P27039	15	0	0.0	0.3552707790327252
EC_L3	union50_minus_scored	P27668	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P28306	3	2	0.6666666666666666	0.35504414531770156
EC_L3	union50_minus_scored	P28955	4	1	0.25	0.35509317893975034
EC_L3	union50_minus_scored	P29098	20	4	0.2	0.35519026756942684
EC_L3	union50_minus_scored	P29568	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P30099	37	24	0.6486486486486487	0.35468444315629305
EC_L3	union50_minus_scored	P30114	2	1	0.5	0.35506748199876975
EC_L3	union50_minus_scored	P30235	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P30415	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P30598	42	0	0.0	0.35561836431496174
EC_L3	union50_minus_scored	P30871	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P31033	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P31678	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P31742	10	7	0.7	0.3549531289587028
EC_L3	union50_minus_scored	P32434	3	1	0.3333333333333333	0.35508033000434214
EC_L3	union50_minus_scored	P32459	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P32643	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P32785	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P32791	2	2	1.0	0.3550312986214133
EC_L3	union50_minus_scored	P32800	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P33644	3	2	0.6666666666666666	0.35504414531770156
EC_L3	union50_minus_scored	P34548	3	0	0.0	0.35511651469098277
EC_L3	union50_minus_scored	P34664	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P34697	76	52	0.6842105263157895	0.35417044588760294
EC_L3	union50_minus_scored	P34808	19	10	0.5263157894736842	0.3549601737871108
EC_L3	union50_minus_scored	P34891	3	0	0.0	0.35511651469098277
EC_L3	union50_minus_scored	P36107	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P36143	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P36216	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P36938	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P37552	12	8	0.6666666666666666	0.35494262858797554
EC_L3	union50_minus_scored	P37623	4	3	0.75	0.3550208069477112
EC_L3	union50_minus_scored	P37634	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P37646	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P37763	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P38050	38	16	0.42105263157894735	0.3549871381471686
EC_L3	union50_minus_scored	P38287	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P38628	8	4	0.5	0.3550360102783106
EC_L3	union50_minus_scored	P38703	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P38791	11	4	0.36363636363636365	0.3550745620385117
EC_L3	union50_minus_scored	P38827	4	0	0.0	0.35512936493576985
EC_L3	union50_minus_scored	P39041	2	1	0.5	0.35506748199876975
EC_L3	union50_minus_scored	P39120	57	41	0.7192982456140351	0.3543252846059024
EC_L3	union50_minus_scored	P39135	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P39153	2	1	0.5	0.35506748199876975
EC_L3	union50_minus_scored	P39955	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P40114	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P40289	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P40319	5	3	0.6	0.3550336541941087
EC_L3	union50_minus_scored	P40454	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P40494	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P40720	7	6	0.8571428571428571	0.35495078170237404
EC_L3	union50_minus_scored	P41477	2	1	0.5	0.35506748199876975
EC_L3	union50_minus_scored	P41512	19	12	0.631578947368421	0.3548877624909486
EC_L3	union50_minus_scored	P42159	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P42236	510	130	0.2549019607843137	0.3569611854473073
EC_L3	union50_minus_scored	P42335	2	2	1.0	0.3550312986214133
EC_L3	union50_minus_scored	P42604	5	3	0.6	0.3550336541941087
EC_L3	union50_minus_scored	P42800	31	25	0.8064516129032258	0.35457113880034774
EC_L3	union50_minus_scored	P42951	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P43849	23	20	0.8695652173913043	0.3546494785631518
EC_L3	union50_minus_scored	P44589	13	4	0.3076923076923077	0.35510026786360677
EC_L3	union50_minus_scored	P44611	62	52	0.8387096774193549	0.353990644377561
EC_L3	union50_minus_scored	P45359	276	20	0.07246376811594203	0.3579285897014216
EC_L3	union50_minus_scored	P46116	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P46549	3	0	0.0	0.35511651469098277
EC_L3	union50_minus_scored	P46904	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P47506	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P48991	378	79	0.20899470899470898	0.3571035545284472
EC_L3	union50_minus_scored	P49594	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P49762	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P50113	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P50831	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P51008	14	14	1.0	0.3547511312217195
EC_L3	union50_minus_scored	P51184	10	2	0.2	0.35513409823012054
EC_L3	union50_minus_scored	P51715	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P51995	3	2	0.6666666666666666	0.35504414531770156
EC_L3	union50_minus_scored	P52485	8	1	0.125	0.35514458398175963
EC_L3	union50_minus_scored	P52922	42	11	0.2619047619047619	0.3552197702648839
EC_L3	union50_minus_scored	P53128	11	0	0.0	0.35521934269581584
EC_L3	union50_minus_scored	P53170	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P53259	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P53296	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P53585	6	3	0.5	0.3550465023703543
EC_L3	union50_minus_scored	P53972	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P54199	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P54360	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P54923	5	4	0.8	0.3549974668886155
EC_L3	union50_minus_scored	P55792	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P57760	3	0	0.0	0.35511651469098277
EC_L3	union50_minus_scored	P58652	3	0	0.0	0.35511651469098277
EC_L3	union50_minus_scored	P58710	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P59249	3	2	0.6666666666666666	0.35504414531770156
EC_L3	union50_minus_scored	P59837	36	1	0.027777777777777776	0.35550483643082276
EC_L3	union50_minus_scored	P60966	162	57	0.35185185185185186	0.3550969902099938
EC_L3	union50_minus_scored	P61032	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P61872	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P61938	3	0	0.0	0.35511651469098277
EC_L3	union50_minus_scored	P62369	2	1	0.5	0.35506748199876975
EC_L3	union50_minus_scored	P62693	2	2	1.0	0.3550312986214133
EC_L3	union50_minus_scored	P63888	7	6	0.8571428571428571	0.35495078170237404
EC_L3	union50_minus_scored	P65643	3	3	1.0	0.35500796063106094
EC_L3	union50_minus_scored	P66899	4	2	0.5	0.3550569929437308
EC_L3	union50_minus_scored	P71730	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P73962	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P74008	221	0	0.0	0.35794003939018165
EC_L3	union50_minus_scored	P74258	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P74297	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P75038	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P75225	645	69	0.10697674418604651	0.361006149514707
EC_L3	union50_minus_scored	P75437	4	0	0.0	0.35512936493576985
EC_L3	union50_minus_scored	P75809	2	1	0.5	0.35506748199876975
EC_L3	union50_minus_scored	P76339	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P76641	7	1	0.14285714285714285	0.35513173132599885
EC_L3	union50_minus_scored	P77366	7	2	0.2857142857142857	0.35509554140127386
EC_L3	union50_minus_scored	P77489	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P77544	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P80010	13	0	0.0	0.35524505900238906
EC_L3	union50_minus_scored	P81299	4	0	0.0	0.35512936493576985
EC_L3	union50_minus_scored	P81383	27	0	0.0	0.35542517745907576
EC_L3	union50_minus_scored	P83847	11	8	0.7272727272727273	0.35492978138120745
EC_L3	union50_minus_scored	P83948	4	2	0.5	0.3550569929437308
EC_L3	union50_minus_scored	P87241	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P89678	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P90495	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P90648	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P93159	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P93472	7	6	0.8571428571428571	0.35495078170237404
EC_L3	union50_minus_scored	P93479	9	0	0.0	0.3551936301121969
EC_L3	union50_minus_scored	P94211	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P94512	5	0	0.0	0.3551422161105884
EC_L3	union50_minus_scored	P96074	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P96155	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P96274	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P96463	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P96648	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P97224	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P97564	8	1	0.125	0.35514458398175963
EC_L3	union50_minus_scored	P9WEK4	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	P9WHM5	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P9WI53	3	0	0.0	0.35511651469098277
EC_L3	union50_minus_scored	P9WI83	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P9WIB2	8	6	0.75	0.3549636278093446
EC_L3	union50_minus_scored	P9WJ61	2	1	0.5	0.35506748199876975
EC_L3	union50_minus_scored	P9WJI7	13	6	0.46153846153846156	0.3550278722942156
EC_L3	union50_minus_scored	P9WKC5	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P9WLL9	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	P9WMK7	6	0	0.0	0.3551550682155394
EC_L3	union50_minus_scored	P9WN47	3	0	0.0	0.35511651469098277
EC_L3	union50_minus_scored	P9WNP7	30	3	0.1	0.3553551378173784
EC_L3	union50_minus_scored	P9WPF9	2	2	1.0	0.3550312986214133
EC_L3	union50_minus_scored	P9WPJ7	3	1	0.3333333333333333	0.35508033000434214
EC_L3	union50_minus_scored	P9WQ55	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	P9WQP3	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q00329	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	Q00940	4	0	0.0	0.35512936493576985
EC_L3	union50_minus_scored	Q01631	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q02724	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q03100	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q03796	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q03DF6	106	66	0.6226415094339622	0.35404786982893255
EC_L3	union50_minus_scored	Q03H46	51	36	0.7058823529411765	0.35442946208496445
EC_L3	union50_minus_scored	Q04638	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q04781	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q04845	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q04958	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q04TB2	4	3	0.75	0.3550208069477112
EC_L3	union50_minus_scored	Q04UL2	23	3	0.13043478260869565	0.35526506373117034
EC_L3	union50_minus_scored	Q05983	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q06063	4	1	0.25	0.35509317893975034
EC_L3	union50_minus_scored	Q06259	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q06277	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q06530	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q06644	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q06667	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q06702	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	Q06GR5	388	13	0.03350515463917526	0.3596565263660049
EC_L3	union50_minus_scored	Q07527	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q07736	2	2	1.0	0.3550312986214133
EC_L3	union50_minus_scored	Q07W60	158	106	0.6708860759493671	0.3532622539208908
EC_L3	union50_minus_scored	Q08420	2	2	1.0	0.3550312986214133
EC_L3	union50_minus_scored	Q08871	2	1	0.5	0.35506748199876975
EC_L3	union50_minus_scored	Q09226	9	3	0.3333333333333333	0.3550850524791893
EC_L3	union50_minus_scored	Q09349	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q09751	2	2	1.0	0.3550312986214133
EC_L3	union50_minus_scored	Q09811	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q0AYQ8	174	49	0.28160919540229884	0.3555434188967777
EC_L3	union50_minus_scored	Q0C406	47	7	0.14893617021276595	0.3554291098869237
EC_L3	union50_minus_scored	Q0D4G3	4	2	0.5	0.3550569929437308
EC_L3	union50_minus_scored	Q0IHJ2	8	2	0.25	0.3551083927472766
EC_L3	union50_minus_scored	Q0P4R5	8	3	0.375	0.3550722015127936
EC_L3	union50_minus_scored	Q0P565	9	6	0.6666666666666666	0.35497647484618167
EC_L3	union50_minus_scored	Q0P8U5	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	Q0P9C6	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q0P9D0	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	Q0QLF1	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	Q0V9P1	12	0	0.0	0.35523220038368264
EC_L3	union50_minus_scored	Q0W3X9	41	5	0.12195121951219512	0.35542430610913833
EC_L3	union50_minus_scored	Q0WSX8	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	Q10313	3	1	0.3333333333333333	0.35508033000434214
EC_L3	union50_minus_scored	Q10423	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	Q10B19	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q11112	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	Q11SV1	442	360	0.8144796380090498	0.3476118689561349
EC_L3	union50_minus_scored	Q12043	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q12310	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q12429	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q12463	9	0	0.0	0.3551936301121969
EC_L3	union50_minus_scored	Q12933	5	0	0.0	0.3551422161105884
EC_L3	union50_minus_scored	Q13470	2	0	0.0	0.3551036653761262
EC_L3	union50_minus_scored	Q13Q00	33	23	0.696969696969697	0.35466927479533433
EC_L3	union50_minus_scored	Q146L7	4	3	0.75	0.3550208069477112
EC_L3	union50_minus_scored	Q15181	11	7	0.6363636363636364	0.3549659765455335
EC_L3	union50_minus_scored	Q15GI3	19	2	0.10526315789473684	0.3552498189717596
EC_L3	union50_minus_scored	Q15JF8	6	0	0.0	0.3551550682155394
EC_L3	union50_minus_scored	Q18425	1	0	0.0	0.35509081699109923
EC_L3	union50_minus_scored	Q18677	11	0	0.0	0.35521934269581584
EC_L3	union50_minus_scored	Q187N7	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	Q19821	1	1	1.0	0.3550546349229322
EC_L3	union50_minus_scored	Q1AUF5	5	0	0.0	0.3551422161105884
