match_id	high_pair_set	high_query_protein_id	high_reference_protein_id	high_reference_activity_id	low_query_protein_id	low_reference_protein_id	low_reference_activity_id	high_local_score	low_local_score	high_global_propensity	low_global_propensity	sequence_identity_gap	esm2_similarity_gap	high_EC_L3	low_EC_L3	high_EC_L4	low_EC_L4	high_EXACT_RHEA	low_EXACT_RHEA
101	population	B7N5M9	P0DUB8	P0DUB8::RAW::RHEA:12044::1	A5G439	Q9SWS1	Q9SWS1::RAW::RHEA:30403::1	0.9493148196123394	0.4056097586003561	0.3234389147168841	0.31793148765014617	0.07699999213218689	0.0330585241317749	0	0	0	0	0	0
102	population	C5DN02	Q3M6C3	Q3M6C3::RAW::RHEA:49560::1	B5QUG0	P21514	P21514::RAW::RHEA:24902::1	0.9125445268006175	0.44232504166189635	0.32640662514201435	0.31841431540658216	0.02699999511241913	0.031716883182525635	1	0	0	0	0	0
103	population	P84650	P0AEY7	P0AEY7::RAW::RHEA:46164::1	A7MU42	Q1NAJ2	Q1NAJ2::RAW::RHEA:20097::1	0.878055851906538	0.4026888190076138	0.3268917267682408	0.31874737979110307	0.04900000989437103	0.012105703353881836	0	0	0	0	0	0
104	population	B2K7D2	B5CY96	B5CY96::RAW::3.2.1.178::1	A4XS54	P80561	P80561::RAW::3.4.11.24::1	0.8734817855963202	0.46713655933161224	0.3269366244069913	0.3198862862599112	0.1340000033378601	0.04977530241012573	0	0	0	0	0	0
105	population	P57093	P27431	P27431::RAW::RHEA-COMP:10074::1	Q7UTS2	P9WJJ7	P9WJJ7::RAW::RHEA:12733::1	0.9421754044791063	0.4513217787780277	0.3300116817786602	0.3204235390339314	0.004999995231628418	0.03601473569869995	1	0	0	0	0	0
106	population	Q5PCH6	Q8P3K2	Q8P3K2::RAW::RHEA:22772::1	Q1QXV0	Q3T905	Q3T905::RAW::3.4.17.2::1	0.8890874207238941	0.3529354722549518	0.33078856780328647	0.32078003029953295	0.085999995470047	0.008202791213989258	0	0	0	0	0	0
107	population	C0PWA5	Q8P3K2	Q8P3K2::RAW::RHEA:22772::1	Q8FFL2	Q9L9D7	Q9L9D7::RAW::RHEA:27506::1	0.8890874157568404	0.36642336692565525	0.33824362101511646	0.32920118469557136	0.041999995708465576	0.03531670570373535	0	0	0	0	0	0
108	population	Q1LRY0	E3PY95	E3PY95::RAW::RHEA:14893::1	Q9PEI4	Q7ZAG8	Q7ZAG8::RAW::RHEA-COMP:19475::1	0.9240563462177912	0.3731891182561715	0.34012177230318114	0.330040784503292	0.05900001525878906	0.07348519563674927	0	0	0	0	0	0
109	population	Q6C423	P0C870	P0C870::RAW::RHEA-COMP:15133::1	Q8Z6R2	P21514	P21514::RAW::RHEA:24902::1	0.9496401291163195	0.43947089477072626	0.3425686180670509	0.33146965587144894	0.050999999046325684	0.02707219123840332	1	0	0	0	0	0
110	population	Q5YQZ5	P45850	P45850::RAW::RHEA:21880::1	Q4R581	Q9UIC8	Q9UIC8::RAW::RHEA-COMP:12134::1	0.9542344249784946	0.4630319678152983	0.3451175947353358	0.33474671207341455	0.12800002098083496	0.08327776193618774	0	0	0	0	0	0
111	population	Q2YPD5	O34508	O34508::RAW::RHEA:28394::1	Q99MZ7	Q7BJX9	Q7BJX9::RAW::RHEA:20517::1	0.9003511664590665	0.3799575201368758	0.34569237121925495	0.33487185578274964	0.13700000941753387	0.05200338363647461	0	0	0	0	0	0
112	population	Q6N3N3	O34508	O34508::RAW::RHEA:28394::1	Q39IF3	P43873	P43873::RAW::RHEA-COMP:10505::1	0.8821738065749992	0.40178595528595595	0.3502537773841746	0.3406614949360122	0.029000014066696167	0.05280107259750366	0	0	0	0	0	0
113	population	Q12T34	Q6PQK2	Q6PQK2::RAW::RHEA:31367::1	A9A8T5	O89017	O89017::RAW::3.4.22.34::1	0.9131794652591149	0.3925410394955958	0.35099965856476867	0.34379557555612295	0.11000001430511475	0.014001309871673584	0	0	0	0	0	0
114	population	O77633	P08246	P08246::RAW::3.4.21.37::1	Q8TF46	P32397	P32397::RAW::RHEA:43436::1	0.865447010534505	0.3568261108982066	0.36096692392749574	0.3469102587278262	0.02399998903274536	0.026791155338287354	0	0	0	0	0	0
115	population	Q9CHF2	P24670	P24670::RAW::RHEA:21096::1	B7M9L3	A0A1C3NEV1	A0A1C3NEV1::RAW::RHEA:46900::1	0.896518774330616	0.4727108632932262	0.3610532605733862	0.35043802828195497	0.008000016212463379	0.03252542018890381	0	0	0	0	0	0
116	population	Q8MQU6	Q9WVT6	Q9WVT6::RAW::RHEA:10748::1	A4VRV9	P50740	P50740::RAW::RHEA:23284::1	0.8268006270751357	0.4669987208727333	0.36475625928764477	0.35074561309338714	0.09999999403953552	0.17431074380874634	0	0	0	0	0	0
117	population	A8LCA4	P26163	P26163::RAW::RHEA-COMP:10002::1	Q8FKY7	P00861	P00861::RAW::RHEA:15101::1	0.8505501347904404	0.46258501665045815	0.3649954507946472	0.3513749247456704	0.023000001907348633	0.01714116334915161	0	0	0	0	0	0
118	population	A5CW80	Q97LU2	Q97LU2::RAW::RHEA:18177::1	Q2S528	P29375	P29375::RAW::RHEA-COMP:15537::1	0.8739379700273275	0.4978944558829984	0.3682330187745123	0.35262152566225646	0.09999999403953552	0.022577762603759766	0	0	0	0	0	0
119	population	Q54XS6	P38109	P38109::RAW::3.4.16.5::1	Q3A2C7	I0AIT9	I0AIT9::RAW::RHEA-COMP:11881::1	0.8435661477748961	0.44480509174592564	0.30644580235546026	0.3047385898942315	0.07899999618530273	0.022912919521331787	0	0	0	0	0	0
120	population	P07882	Q7M370	Q7M370::RAW::RHEA:12044::1	B1JDV8	P32143	P32143::RAW::RHEA:40443::1	0.9527615768214067	0.3535155778129896	0.33931061794877	0.3083047282485523	0.08699999749660492	0.007617175579071045	1	0	1	0	1	0
121	population	Q21CM2	B2UP57	B2UP57::RAW::3.2.1.52::1	A4X4L9	P32143	P32143::RAW::RHEA:40443::1	0.8350698743015528	0.3566578676522783	0.34317649554294394	0.3151726061189927	0.14900001883506775	0.008361220359802246	0	0	0	0	0	0
122	population	A5IIP2	P32143	P32143::RAW::RHEA:40443::1	Q6CEE9	G8T6H8	G8T6H8::RAW::RHEA:17877::1	0.9073478126277527	0.48932733636438136	0.34939923009935736	0.31866243876073747	0.04300001263618469	0.002698957920074463	0	0	0	0	0	0
123	population	C5D4Q3	P32143	P32143::RAW::RHEA:40443::1	Q6F6Y1	Q99Y92	Q99Y92::RAW::RHEA-COMP:12603::1	0.848650531986585	0.3721149418916967	0.36083907903620216	0.32785434934652047	0.09099999070167542	0.00760263204574585	0	0	0	0	0	0
124	population	B6I0F4	Q6D0N7	Q6D0N7::RAW::RHEA:52388::1	Q15PU4	P23830	P23830::RAW::RHEA:16913::1	0.9240730985999107	0.4654797295862365	0.36260694160883555	0.33804632359081294	0.06799998879432678	0.12918239831924438	0	0	0	0	0	0
125	population	Q60AP8	P45850	P45850::RAW::RHEA:21880::1	Q2FFM1	O30511	O30511::RAW::RHEA:14257::1	0.9498216857512792	0.34862941777747536	0.37522397390021556	0.3718123616455254	0.08899998664855957	0.0019600391387939453	0	0	0	0	0	0
126	population	B5FPL2	Q5SK67	Q5SK67::RAW::RHEA:24296::1	Q0T953	P23254	P23254::RAW::RHEA:10508::1	0.8944234314064184	0.4443952730421175	0.3762892428480341	0.3724047560945349	0.04300001263618469	0.1087293028831482	0	0	0	0	0	0
127	population	Q0T4V2	Q8ZWV0	Q8ZWV0::RAW::RHEA:12356::2	B1LUA2	Q47Q21	Q47Q21::RAW::RHEA:10196::1	0.9044812628378471	0.4024644403718412	0.38303618078928753	0.37506490954491156	0.04399999976158142	0.08056902885437012	0	0	0	0	0	0
128	population	B9WFG1	Q3M6C3	Q3M6C3::RAW::RHEA:49560::1	Q2T8Q2	Q9AFC7	Q9AFC7::RAW::RHEA:39891::1	0.9115518756071865	0.4282252418084277	0.395377534652363	0.37525719730595436	0.03699997067451477	0.001389145851135254	1	0	0	0	0	0
129	population	B0KV77	Q8T6T2	Q8T6T2::RAW::RHEA:11708::1	C1DPY6	Q9AFC7	Q9AFC7::RAW::RHEA:39891::1	0.9032471846789122	0.3107813442125916	0.39594173775491615	0.37551583565685964	0.042999982833862305	0.06780129671096802	0	0	0	0	0	0
130	population	B3Q8A6	A0A0K2JL82	A0A0K2JL82::RAW::RHEA:69044::1	Q72Q44	P00966	P00966::RAW::RHEA:10932::1	0.9269236205862119	0.42995346688593805	0.3982623210754854	0.37575901573857373	0.041999995708465576	0.06542414426803589	0	0	0	0	0	0
131	population	P35508	Q4JIM5	Q4JIM5::RAW::RHEA-COMP:10136::1	Q7W7N2	P23254	P23254::RAW::RHEA:10508::1	0.9538864736755689	0.47761795165784215	0.3988146526063369	0.37673495728581397	0.020999997854232788	0.04587596654891968	0	0	0	0	0	0
132	population	A7GS63	O34714	O34714::RAW::RHEA:16509::1	Q5PLM6	Q72IB8	Q72IB8::RAW::RHEA:23784::1	0.812886611931026	0.3220327863863741	0.3991497610936333	0.3773357346128913	0.04300001263618469	0.06516742706298828	0	0	0	0	0	0
133	population	O74885	Q9GZT9	Q9GZT9::RAW::RHEA-COMP:12093::1	P31741	Q6XEC0	Q6XEC0::RAW::RHEA:20401::1	0.8344453399768099	0.29830601908123267	0.40308473216501917	0.37856264897262076	0.09999999403953552	0.0002608299255371094	1	0	0	0	0	0
134	population	Q03M46	P51659	P51659::RAW::RHEA:26526::1	Q87C74	P9WJJ7	P9WJJ7::RAW::RHEA:12733::1	0.8652794971011388	0.30969510723371063	0.40544310177060083	0.37896540933205974	0.06099998950958252	0.030955731868743896	0	0	0	0	0	0
135	population	Q8DSQ5	Q46E79	Q46E79::RAW::RHEA:32763::1	A4JI45	Q9FD71	Q9FD71::RAW::RHEA:10188::1	0.8625894712679314	0.41618115038556214	0.4133347449282772	0.3810177695229429	0.0020000040531158447	0.026930928230285645	0	0	0	0	0	0
136	population	A7MK12	Q56185	Q56185::RAW::RHEA:10808::1	Q0SQ45	P22983	P22983::RAW::RHEA:10756::1	0.8824188475984902	0.3270731074735522	0.42102390135065104	0.3853940713462901	0.012000024318695068	0.024140596389770508	0	0	0	0	0	0
137	population	A2SKI7	P76077	P76077::RAW::RHEA:32171::1	Q32A11	Q9V1J7	Q9V1J7::RAW::RHEA-COMP:9580::1	0.9187402489762276	0.46788408188453684	0.42400491935257645	0.3883399167909497	0.06300000846385956	0.016977548599243164	0	1	0	0	0	0
138	population	A1WSF0	H2IFX0	H2IFX0::RAW::RHEA:21512::1	P0A115	P17721	P17721::RAW::RHEA:10300::1	0.8661894873262216	0.29065937334671615	0.4339656927536193	0.39043436662424214	0.0169999897480011	0.002301931381225586	0	0	0	0	0	0
139	population	K0KPV8	Q9Y570	Q9Y570::RAW::RHEA-COMP:12134::1	Q828K8	Q5SFD1	Q5SFD1::RAW::RHEA:36971::1	0.9670993012686571	0.37439502322425444	0.44179037511846286	0.39191535757698526	0.01199999451637268	0.14433228969573975	0	0	0	0	0	0
140	population	Q8Y4C6	Q04416	Q04416::RAW::RHEA:11948::1	B4F1H1	P37747	P37747::RAW::RHEA:24132::1	0.9214202246795863	0.47249982947294406	0.4474933761534368	0.39556055934572926	0.01199999451637268	0.033237338066101074	0	0	0	0	0	0
141	population	C3L8Y0	P27487	P27487::RAW::3.4.14.5::1	A7X3C8	Q13825	Q13825::RAW::RHEA:21536::1	0.8267217622449001	0.369752801712785	0.4489833342254057	0.39663351362635213	0.08500000834465027	0.010793507099151611	0	0	0	0	0	0
142	population	B5YXV8	Q8EG04	Q8EG04::RAW::RHEA:19669::1	B2FR21	P16688	P16688::RAW::RHEA:34707::1	0.8969403518698155	0.4301879368722439	0.37807387294022754	0.37336556763396217	0.010000020265579224	0.040270984172821045	0	0	0	0	0	0
143	population	B6I4U6	Q8EG04	Q8EG04::RAW::RHEA:19669::1	P52575	Q071N0	Q071N0::RAW::RHEA:10108::1	0.8969408138058125	0.4651522133499384	0.3782201834644594	0.37786295779652973	0.04700000584125519	0.060167551040649414	0	0	0	0	0	0
144	population	B4EFK2	I0AIT9	I0AIT9::RAW::RHEA-COMP:11881::1	Q81ZH5	D2Z030	D2Z030::RAW::RHEA:36711::1	0.893123153158847	0.3801716671635707	0.39922700263263206	0.3848009701938856	0.009000003337860107	0.05787020921707153	0	0	0	0	0	0
145	population	B7LLF2	Q8EG04	Q8EG04::RAW::RHEA:19669::1	P0A388	Q99807	Q99807::RAW::RHEA-COMP:19654::1	0.897154214577033	0.3976217806339264	0.404097793746813	0.38823558606289904	0.010999992489814758	0.08374196290969849	0	0	0	0	0	0
146	population	Q07UQ9	A0A0H2X5R2	A0A0H2X5R2::RAW::RHEA:16149::1	A1KJ29	Q9HVZ9	Q9HVZ9::RAW::RHEA:16429::1	0.8964870327558273	0.46351950996719804	0.42557996391314407	0.40015369001605033	0.11600001156330109	0.045648276805877686	0	0	0	0	0	0
147	population	A5V9W7	I0AIT9	I0AIT9::RAW::RHEA-COMP:11881::1	Q2FZ55	Q0P9C5	Q0P9C5::RAW::RHEA:34519::1	0.8929458659726616	0.385752305892917	0.43638938594285004	0.40927810722822133	0.04999998211860657	0.04506218433380127	0	0	0	0	0	0
148	population	Q75AL5	P45850	P45850::RAW::RHEA:21880::1	B0C9F6	Q64BR7	Q64BR7::RAW::RHEA:30627::1	0.9478041089716412	0.44517175306398893	0.4521631827941727	0.4531472908648687	0.0520000159740448	0.006364405155181885	0	0	0	0	0	0
149	population	A0A169T193	Q55012	Q55012::RAW::RHEA:18081::1	P0A6Q6	Q6PQK2	Q6PQK2::RAW::RHEA:31367::1	0.8333869953406542	0.4924888741225004	0.45318154435007557	0.4537905905944456	0.1379999816417694	0.06528246402740479	0	0	0	0	0	0
150	population	B9KYV7	P61092	P61092::RAW::2.3.2.27::1	Q2YJ82	Q12341	Q12341::RAW::RHEA-COMP:10731::1	0.9009898969760308	0.4432586828813838	0.45898486418139833	0.45393901173695517	0.004999995231628418	0.06662988662719727	0	0	0	0	0	0
151	population	B4EAW8	Q4WQS0	Q4WQS0::RAW::3.2.1.18::1	Q6LUY7	Q72IB8	Q72IB8::RAW::RHEA:23784::1	0.8424055766314268	0.31500347085201585	0.46466012342317253	0.45699307177050147	0.0339999794960022	0.025337517261505127	0	0	0	0	0	0
152	population	Q92831	P21340	P21340::RAW::RHEA-COMP:9766::1	P9WQP3	Q93NG6	Q93NG6::RAW::RHEA:34167::1	0.9540084637701511	0.3662025729815165	0.4705943352175863	0.45908497618235944	0.07100000977516174	0.061376750469207764	1	0	1	0	0	0
153	population	A8ANI2	Q56185	Q56185::RAW::RHEA:10808::1	B9LA27	P00175	P00175::RAW::RHEA-COMP:10350::1	0.8573446608192864	0.4614082612811391	0.4707994050443011	0.4596629263425133	0.03100001811981201	0.01761794090270996	0	0	0	0	0	0
154	population	C5BQN7	P27431	P27431::RAW::RHEA-COMP:10074::1	Q5L186	Q88FY2	Q88FY2::RAW::RHEA:27333::1	0.9052262986522346	0.31671732453008494	0.4732851330950476	0.46003076867169757	0.13899999856948853	0.006906330585479736	0	0	0	0	0	0
155	population	E9RFS9	F2RB83	F2RB83::RAW::RHEA:58884::1	Q6ADI1	O29482	O29482::RAW::RHEA-COMP:9706::1	0.8820505926296826	0.4926509287444846	0.4752887175289112	0.4612781198026801	0.02400001883506775	0.021328449249267578	0	1	0	0	0	0
156	population	Q86AV6	Q9C9G4	Q9C9G4::RAW::3.1.30.1::1	Q8FDE5	P9WFZ1	P9WFZ1::RAW::RHEA-COMP:10365::1	0.8144785532180001	0.4844600425935105	0.47833385326718486	0.46159405907060597	0.050999999046325684	0.004198670387268066	0	1	0	0	0	0
157	population	B7N580	Q8ZWV0	Q8ZWV0::RAW::RHEA:12356::2	A8Z245	O34508	O34508::RAW::RHEA:28394::1	0.9047747114052376	0.45241778235963825	0.4788640732533468	0.4630787799172435	0.026000022888183594	0.09798985719680786	0	0	0	0	0	0
158	population	A6VNK4	P16692	P16692::RAW::RHEA:34795::1	P16171	P0AE18	P0AE18::RAW::3.4.11.18::1	0.9196532166271348	0.38511218285808957	0.48057509175632707	0.47073586902167525	0.07199999690055847	0.016472995281219482	0	0	0	0	0	0
159	population	A6VZF8	Q8T6T2	Q8T6T2::RAW::RHEA:11708::1	Q48NP2	P76077	P76077::RAW::RHEA:32171::1	0.8936483267356049	0.4163948865846182	0.48698582721546063	0.47725195388861025	0.07100000977516174	0.019116759300231934	0	0	0	0	0	0
160	population	B0JUK9	Q56185	Q56185::RAW::RHEA:10808::1	B7UJA8	Q97YM2	Q97YM2::RAW::RHEA:21892::1	0.8607549663367016	0.45168647016672525	0.49072483274070566	0.4814253277674366	0.06000000238418579	0.03429687023162842	0	0	0	0	0	0
161	population	A7GS63	E8WYN5	E8WYN5::RAW::RHEA:18313::1	A4JSU5	Q72IB8	Q72IB8::RAW::RHEA:23784::1	0.9676183871924877	0.3274162433271368	0.4942802973687452	0.4828405774125841	0.039000004529953	0.02656954526901245	0	0	0	0	0	0
162	population	P74438	Q8TDX5	Q8TDX5::RAW::RHEA:16557::1	A1U5H5	O57767	O57767::RAW::RHEA:25888::1	0.8315300067850188	0.4000334420374462	0.49520357302415363	0.4849485987612586	0.05499999225139618	0.16333723068237305	0	0	0	0	0	0
163	population	Q5HFF7	Q81EK9	Q81EK9::RAW::3.5.1.104::1	C0CMQ8	G3X982	G3X982::RAW::RHEA:16829::1	0.877666775137186	0.3881918523490192	0.4953152868462448	0.4850378886496517	0.03100001811981201	0.017042577266693115	0	0	0	0	0	0
164	population	A5DME6	P81177	P81177::RAW::3.4.24.29::1	A1W068	I3VE74	I3VE74::RAW::RHEA:49592::1	0.8953172573139743	0.337773170756797	0.49934778045365397	0.487004605295181	0.05300000309944153	0.017650485038757324	0	0	0	0	0	0
165	population	Q7U8G6	P27431	P27431::RAW::RHEA-COMP:10074::1	Q0TLF3	Q6PQK2	Q6PQK2::RAW::RHEA:31367::1	0.9181898248692354	0.49249372693399585	0.503821837477381	0.4907154026374446	0.03200000524520874	0.04486197233200073	0	0	0	0	0	0
166	population	A8ZWG2	Q9I0N5	Q9I0N5::RAW::RHEA:53776::1	Q72ET7	P00344	P00344::RAW::RHEA:23444::1	0.892949464181677	0.4534581391952741	0.5048100900229029	0.4929494255453787	0.05499999225139618	0.0005207061767578125	0	0	0	0	0	0
167	population	Q4WVD1	A2RUC4	A2RUC4::RAW::RHEA-COMP:10379::1	Q9FMM0	Q8NTR2	Q8NTR2::RAW::RHEA:21824::1	0.875521045910497	0.4614894166588783	0.5049973828628381	0.49463271739795783	0.013000011444091797	0.005389988422393799	0	0	0	0	0	0
168	population	B7VQ39	Q56185	Q56185::RAW::RHEA:10808::1	A7MK12	Q9I0N5	Q9I0N5::RAW::RHEA:53776::1	0.927394642184178	0.3531390655519707	0.5067774667551606	0.49618985580789643	0.04399999976158142	0.05225569009780884	0	1	0	0	0	0
169	population	Q118B4	Q7V6D4	Q7V6D4::RAW::RHEA:21440::1	Q8EMB1	Q6PQK2	Q6PQK2::RAW::RHEA:31367::1	0.945414758331719	0.4480114477376143	0.5093201033077609	0.49839614595475124	0.018000006675720215	0.11334443092346191	0	0	0	0	0	0
170	population	B4EC23	Q8Z5I4	Q8Z5I4::RAW::RHEA:18213::1	B4TVV4	P9WFZ1	P9WFZ1::RAW::RHEA-COMP:10365::1	0.9323547191917897	0.48181207396351455	0.5129328447557167	0.5077842435192876	0.07899998128414154	0.0017930269241333008	1	1	0	0	0	0
171	population	B5EVR2	Q2TDY4	Q2TDY4::RAW::RHEA:45740::1	Q8ZLX5	P9WFZ1	P9WFZ1::RAW::RHEA-COMP:10365::1	0.9315980365943342	0.481811011014016	0.5153967569704199	0.5077842435192876	0.03699997067451477	0.01683628559112549	0	1	0	0	0	0
172	population	Q6C423	P45850	P45850::RAW::RHEA:21880::1	B8IPW2	Q9R0M6	Q9R0M6::RAW::RHEA:19669::1	0.9536750171156156	0.44212822594665113	0.5180943525630145	0.5091538919768125	0.025999993085861206	0.035049259662628174	0	0	0	0	0	0
173	population	B5Y1J1	P51659	P51659::RAW::RHEA:26526::1	A5YBJ4	Q56185	Q56185::RAW::RHEA:10808::1	0.8139771962804454	0.4727450240226019	0.5198646001314485	0.5100073644312444	0.0040000081062316895	0.014091908931732178	1	0	0	0	0	0
174	population	Q5K9E2	C7AJA4	C7AJA4::RAW::RHEA-COMP:14527::1	B1KB47	Q72IB8	Q72IB8::RAW::RHEA:23784::1	0.8326148701175338	0.3276289445974936	0.5201254048354707	0.5149221541913424	0.11100000143051147	0.07596594095230103	1	0	0	0	0	0
175	population	Q2NRL8	P51659	P51659::RAW::RHEA:26526::1	Q7N4H5	A8B2U2	A8B2U2::RAW::RHEA:14729::1	0.8124158377093929	0.49523137977087506	0.5228599543168997	0.5152530817106606	0.10199999809265137	0.013064324855804443	1	0	0	0	0	0
176	population	A0QTU8	F2RB83	F2RB83::RAW::RHEA:58884::1	B0BVR4	Q1EMV2	Q1EMV2::RAW::RHEA:28542::1	0.8793855298842703	0.30571235017850995	0.5296740758310973	0.5159483229065857	0.018000006675720215	0.015529274940490723	0	0	0	0	0	0
177	population	Q2K3M6	Q50497	Q50497::RAW::RHEA-COMP:12939::1	A9MFF8	Q3T905	Q3T905::RAW::3.4.17.2::1	0.814180347394286	0.36468881579736867	0.532743784423336	0.5197387742203036	0.01799999177455902	0.038830459117889404	0	0	0	0	0	0
178	population	Q11DS3	P16692	P16692::RAW::RHEA:34795::1	C1AVJ6	Q9I0N5	Q9I0N5::RAW::RHEA:53776::1	0.9188629034304558	0.3171660238876939	0.533373050518752	0.521383668553505	0.0339999794960022	0.018741369247436523	0	0	0	0	0	0
179	population	P9WHM5	Q9C5Q8	Q9C5Q8::RAW::RHEA-COMP:10415::1	Q6LU49	P26358	P26358::RAW::RHEA-COMP:11369::1	0.849259258247912	0.4617335548003515	0.5335698151946655	0.5246700174576542	0.0169999897480011	0.06013190746307373	0	0	0	0	0	0
180	population	Q7U9Y3	P0AC13	P0AC13::RAW::RHEA:19949::1	Q30NR6	Q47Q21	Q47Q21::RAW::RHEA:10196::1	0.8582492962670631	0.3770947474986315	0.5351475793088583	0.5307401868495315	0.06799998879432678	0.017223596572875977	0	0	0	0	0	0
181	population	B4TYG8	P16692	P16692::RAW::RHEA:34795::1	Q3KSV5	O87170	O87170::RAW::RHEA:10644::1	0.922349554053837	0.4572396339493848	0.5356262450285263	0.5366393140689852	0.0949999988079071	0.02138584852218628	0	0	0	0	0	0
182	population	Q3IIR9	P16692	P16692::RAW::RHEA:34795::1	A8GL77	P37747	P37747::RAW::RHEA:24132::1	0.9174753360995892	0.40727829494897055	0.5374982531166679	0.53739824543021	0.008000016212463379	0.0028562545776367188	0	0	0	0	0	0
183	population	A4XPF3	Q52078	Q52078::RAW::RHEA:19221::1	B8ZLJ0	Q04416	Q04416::RAW::RHEA:11948::1	0.8609399521013811	0.37899253027847946	0.5400614170299456	0.5435084719086956	0.0520000159740448	0.018551945686340332	0	0	0	0	0	0
184	population	Q65KJ6	P27431	P27431::RAW::RHEA-COMP:10074::1	B1YIX9	O00625	O00625::RAW::RHEA:15381::1	0.9102595622340838	0.48917292288194103	0.5425029227401643	0.5466721594164935	0.023000001907348633	0.04446303844451904	0	1	0	0	0	0
185	population	Q0RQV5	P27431	P27431::RAW::RHEA-COMP:10074::1	A8A609	P9WQB1	P9WQB1::RAW::RHEA:18405::1	0.9088768307119608	0.40291257470082015	0.5466669688874379	0.5488784770783018	0.12299999594688416	0.045867860317230225	0	0	0	0	0	0
186	population	Q46J74	Q5JIZ8	Q5JIZ8::RAW::RHEA:27930::1	A7H4P0	O27818	O27818::RAW::RHEA:16969::1	0.9350650144571608	0.3261431582272053	0.5474288252820647	0.5491196483212167	0.13999998569488525	0.03185492753982544	0	0	0	0	0	0
187	population	Q81MI9	Q5LW89	Q5LW89::RAW::RHEA:19965::1	Q97CP1	P30519	P30519::RAW::RHEA-COMP:11964::1	0.899025673021236	0.4768970699498912	0.547597159043713	0.5509537415088908	0.008000016212463379	0.01823526620864868	0	0	0	0	0	0
188	population	A6VA73	Q3T905	Q3T905::RAW::3.4.17.2::1	Q9KNW4	Q988D4	Q988D4::RAW::RHEA:10432::1	0.9515595150490602	0.3623063378036022	0.5487879982434067	0.5517737352714339	0.10699999332427979	0.002244412899017334	0	0	0	0	0	0
189	population	P9WER5	Q9UR08	Q9UR08::RAW::RHEA:19825::1	C5BDE0	Q5SK67	Q5SK67::RAW::RHEA:24296::1	0.9191861347207784	0.3596466059486071	0.5536756287095878	0.5523034970362567	0.028000012040138245	0.05673271417617798	1	0	0	0	0	0
190	population	A0KXS9	P16692	P16692::RAW::RHEA:34795::1	B5E1N7	Q04416	Q04416::RAW::RHEA:11948::1	0.9122623219943107	0.3788121535848731	0.5551836190614868	0.5533367549427074	0.015999987721443176	0.01577293872833252	0	0	0	0	0	0
191	population	Q6N7A6	P27431	P27431::RAW::RHEA-COMP:10074::1	P23540	P26358	P26358::RAW::RHEA-COMP:11369::1	0.9218316823244095	0.4899424877283829	0.556528333775345	0.5576199332241337	0.03299999237060547	0.01956498622894287	0	0	0	0	0	0
192	population	Q8FXY6	I0AIT9	I0AIT9::RAW::RHEA-COMP:11881::1	P10045	A1B8Z0	A1B8Z0::RAW::RHEA:42440::1	0.8905985798029339	0.44781480715251887	0.469376130774608	0.46039062047101076	0.030000001192092896	0.03872603178024292	0	0	0	0	0	0
193	population	Q6WP39	Q14534	Q14534::RAW::RHEA-COMP:11964::1	B5Z7D2	O36014	O36014::RAW::3.4.11.21::1	0.8887739915114183	0.3566418508011283	0.4829581541249697	0.4730691534802986	0.10600000619888306	0.004923641681671143	0	0	0	0	0	0
194	population	B2ABS0	Q7M370	Q7M370::RAW::RHEA:12044::1	C0QPQ6	A5FBJ5	A5FBJ5::RAW::RHEA:69611::1	0.9096276015043259	0.4933961318391893	0.4999120350290934	0.47659557116443385	0.09099999070167542	0.0078582763671875	1	0	0	0	0	0
195	population	O74747	Q5SWK7	Q5SWK7::RAW::2.3.2.27::1	C5H429	Q9I4V0	Q9I4V0::RAW::RHEA:46160::1	0.9572435217599075	0.3751682797446847	0.5047733520450634	0.49120909222346143	0.041999995708465576	0.017786026000976562	1	0	1	0	0	0
196	population	C3LW87	Q5LW89	Q5LW89::RAW::RHEA:19965::1	Q92TC8	I0AIT9	I0AIT9::RAW::RHEA-COMP:11881::1	0.9602780805102417	0.3934524580836296	0.5120762908283946	0.4981272256339404	0.07500001788139343	0.024971187114715576	0	0	0	0	0	0
197	population	B5Y8N2	Q8L794	Q8L794::RAW::RHEA:17601::1	Q6HBC7	P9WFR5	P9WFR5::RAW::RHEA:34067::1	0.8621517886040789	0.43552330927076666	0.5134989987154358	0.4991274283033878	0.05800001323223114	0.00870203971862793	0	0	0	0	0	0
198	population	Q0ICL5	Q5LW89	Q5LW89::RAW::RHEA:19965::1	A8ERI7	A0A0H3JT80	A0A0H3JT80::RAW::RHEA:57508::1	0.889684709537233	0.45991680840505106	0.5152636154871663	0.5024253661915977	0.007999986410140991	0.036828815937042236	0	0	0	0	0	0
199	population	Q7V8X5	Q9VU77	Q9VU77::RAW::RHEA-COMP:15133::1	Q8R9P3	Q02QC9	Q02QC9::RAW::RHEA:15017::1	0.8750324667741856	0.368374394873778	0.5209940079680074	0.5049247085902691	0.029000014066696167	0.08401757478713989	0	0	0	0	0	0
200	population	Q3SVQ1	F2RB80	F2RB80::RAW::RHEA-COMP:15237::1	B3DQQ9	Q7M370	Q7M370::RAW::RHEA:12044::1	0.9157675349228028	0.3345796240286695	0.5253197328567119	0.5095357932601224	0.03999999165534973	0.004784047603607178	0	0	0	0	0	0
